"","x"
"1",NA
"2",NA
"3",NA
"4",NA
"5",1.07064238543126
"6",6.6453162530024
"7",7.19935916691699
"8",8.85771543086172
"9",8.93233082706767
"10",0.940282084625388
"11",7.31365682841421
"12",7.60608486789432
"13",8.04045258836487
"14",9.10547931483522
"15",0.960192038407682
"16",6.58460922645852
"17",7.22867440929115
"18",8.24484071328391
"19",9.51283079390537
"20",0.990297089126738
"21",6.59329664832416
"22",7.5160128102482
"23",7.82016621608091
"24",9.33774170924757
"25",0.970194038807762
"26",7.15214564369311
"27",7.77310924369748
"28",7.75465279167501
"29",9.18918918918919
"30",1.00040016006403
"31",6.81613452106896
"32",7.8570713642278
"33",8.65952547802583
"34",9.40504807692308
"35",0.950380152060824
"36",6.80612551296166
"37",7.8602182837689
"38",7.87259615384615
"39",9.36686034862753
"40",1.01030309092728
"41",6.44451115781047
"42",7.50976269149895
"43",8.33500300540974
"44",8.95971136500301
"45",1.07053526763382
"46",6.73471430001001
"47",7.45596477181745
"48",8.13976772126552
"49",8.66299449173761
"50",1.02030609182755
"51",6.89275710284114
"52",7.37663897507757
"53",8.16142599639495
"54",9.16833667334669
"55",0.950665465826078
"56",7.13570856685348
"57",7.68152228342514
"58",8.2139637383552
"59",8.63417569193743
"60",0.970582349409646
"61",6.75743317649414
"62",7.82408335003005
"63",8.08860378871404
"64",9.51378446115288
"65",1.02020404080816
"66",6.4125650260104
"67",7.31512058440909
"68",8.18818818818819
"69",8.81145489135877
"70",0.940376150460184
"71",6.45581022920629
"72",7.38033246545163
"73",7.78245192307692
"74",9.36686034862753
"75",0.880440220110055
"76",6.72605344810329
"77",7.40963252227896
"78",8.43349358974359
"79",8.64816113839062
"80",1.23049219687875
"81",7.18431058635181
"82",7.37179487179487
"83",8.06694057520794
"84",8.9140679835556
"85",0.660132026405281
"86",6.81613452106896
"87",6.90035052578868
"88",8.09781519342554
"89",9.01343493082013
"90",1.08064838903342
"91",6.74472130491344
"92",7.04775252778056
"93",8.59461083842532
"94",8.65818218258343
"95",0.950475237618809
"96",7.02702702702703
"97",7.31169871794872
"98",8.2080577269994
"99",9.35432123521155
"100",0.940188037607522
"101",6.51521216973579
"102",7.29875851021225
"103",8.16142599639495
"104",9.04447115384615
"105",1.07074952466727
"106",6.84026039058588
"107",7.72545090180361
"108",8.07858073569209
"109",8.52044907778669
"110",1.02051025512756
"111",6.74742216438082
"112",7.6437587657784
"113",8.21643286573146
"114",8.96883455256038
"115",0.990297089126738
"116",6.77474231962374
"117",7.17789568525378
"118",7.87338475408194
"119",8.62552594670407
"120",0.890712570056045
"121",6.38020833333333
"122",7.23446893787575
"123",8.02846547058234
"124",9.07723169508526
"125",0.890445222611306
"126",7.14786264891381
"127",7.06918994693101
"128",8.67648532211201
"129",9.02896081771721
"130",0.730292116846739
"131",7.30877052462956
"132",7.66302714614845
"133",8.14710892875038
"134",9.03348706637257
"135",0.900450225112556
"136",7.00700700700701
"137",7.02843412094513
"138",8.54966422772377
"139",9.43547578461847
"140",1.08054027013507
"141",6.78678678678679
"142",7.29093640460691
"143",7.96673013327989
"144",9.03167602245389
"145",0.970291087326198
"146",7.04704704704705
"147",6.97907279463302
"148",7.82565130260521
"149",8.69172932330827
"150",0.960768614891913
"151",6.98768645510061
"152",7.12998197476467
"153",9.16741809437932
"154",9.0198436560433
"155",0.85008500850085
"156",6.51456019213449
"157",7.14714714714715
"158",8.27489481065919
"159",9.20933961318769
"160",0.830332132853141
"161",7.58530971680176
"162",7.30511357950565
"163",8.21986383660392
"164",8.93787575150301
"165",0.810324129651861
"166",6.66399839903942
"167",7.55907088506207
"168",8.08293269230769
"169",8.48612363490632
"170",0.960288086425928
"171",7.32659393454109
"172",7.8978978978979
"173",8.00880969065973
"174",8.82323485227842
"175",0.900360144057623
"176",6.89482637846493
"177",7.43743743743744
"178",8.19064784219485
"179",8.95343014521783
"180",0.970388155262105
"181",6.95486840788552
"182",7.4974974974975
"183",8.30997196635963
"184",9.26575177802264
"185",1.02071450015011
"186",6.65665665665666
"187",7.46896275530637
"188",7.94350395672643
"189",8.90960112246943
"190",1.02051025512756
"191",6.89620658592734
"192",7.42038854396155
"193",8.34502103786816
"194",8.86862411063233
"195",1.01090981883695
"196",6.82751026128742
"197",7.57211538461538
"198",7.91583166332665
"199",9.45268644747394
"200",0.95009500950095
"201",6.94208262478744
"202",7.33440064038423
"203",8.08727855069563
"204",8.83972369606567
"205",1.14034210263079
"206",6.91622460214193
"207",7.27873448137765
"208",7.80561122244489
"209",8.87953497694929
"210",0.760228068420526
"211",6.89413648188913
"212",7.35735735735736
"213",8.72133773906078
"214",9.33400100150225
"215",0.950285085525658
"216",6.91484038827179
"217",7.1707561342013
"218",7.95431777198958
"219",9.36340852130326
"220",1.01040416166467
"221",6.53457420194136
"222",7.58910692831398
"223",8.39847664862698
"224",8.97153167602245
"225",0.930279083725117
"226",6.71402841705023
"227",7.53753753753754
"228",7.79090727017825
"229",9.09546228588601
"230",1.11088871096878
"231",7.00120192307692
"232",7.3962717979555
"233",7.55813953488372
"234",8.86393261806879
"235",0.900180036007201
"236",6.53261304521809
"237",6.9755804643715
"238",8.01041353759888
"239",9.52428642964447
"240",0.820328131252501
"241",7.04704704704705
"242",7.55208333333333
"243",7.76553106212425
"244",8.90136327185245
"245",1.04041616646659
"246",6.95626063457111
"247",7.39961950535696
"248",7.88577154308617
"249",9.43169289365541
"250",1.06042416966787
"251",6.73741115226749
"252",7.60216346153846
"253",8.91694219016131
"254",9.33239775461107
"255",1.01020204040808
"256",6.89275710284114
"257",7.83391695847924
"258",7.92029638530089
"259",9.3167701863354
"260",0.930651456019213
"261",6.77813376051262
"262",7.50125187781672
"263",8.08698266359355
"264",8.9915797914996
"265",1.07042817126851
"266",6.73269307723089
"267",7.37811592752027
"268",7.82094932906069
"269",9.23385077616425
"270",1.00040016006403
"271",7.06565252201761
"272",7.3502904065692
"273",8.05369127516778
"274",9.2685370741483
"275",0.950380152060824
"276",6.60528422738191
"277",7.17933313307299
"278",8.07453416149068
"279",9.05993185007016
"280",0.840336134453782
"281",6.78610749674707
"282",7.86179268903355
"283",7.76708759270395
"284",9.05717151454363
"285",0.900270081024307
"286",6.74337168584292
"287",7.5668101291162
"288",7.88867754529983
"289",8.88065678814577
"290",0.960768614891913
"291",6.97907279463302
"292",7.62219551282051
"293",8.12625250501002
"294",8.83944678292243
"295",0.860344137655062
"296",6.86686686686687
"297",7.43040256358903
"298",8.21134950872268
"299",9.15747241725176
"300",0.950190038007601
"301",7.02421452871723
"302",7.67844629092001
"303",8.23317307692308
"304",9.26946587834452
"305",1.00040016006403
"306",6.97697697697698
"307",7.169320116151
"308",8.03687744262952
"309",9.22398235412071
"310",1.02020404080816
"311",6.47388433059836
"312",7.4404165832165
"313",8.20559062218215
"314",9.31328320802005
"315",0.870696557245797
"316",7.23012217103945
"317",7.61217948717949
"318",8.01683535424391
"319",9.38345864661654
"320",1.14045618247299
"321",6.70536429143315
"322",7.12784062468716
"323",7.8610054075706
"324",8.67648532211201
"325",1.13033910173052
"326",6.93485439807866
"327",7.25798378216038
"328",8.58373397435897
"329",8.74486627266353
"330",0.950190038007601
"331",7.02280912364946
"332",7.59607686148919
"333",8.0980980980981
"334",9.22198858516071
"335",0.93009300930093
"336",7.00210063018906
"337",7.21577261809448
"338",8.07049163913087
"339",10.0250375563345
"340",0.870261078323497
"341",7.11782961257383
"342",7.49198717948718
"343",8.12788133894568
"344",9.43642198154834
"345",1.05052526263132
"346",6.59725698268095
"347",7.51126690035053
"348",7.93428170707273
"349",9.19839679358717
"350",1.12067240344207
"351",6.78542834267414
"352",6.97837404885863
"353",8.15467842115808
"354",8.77667568379922
"355",1.00050025012506
"356",6.69468628039628
"357",7.88709838854969
"358",7.97275641025641
"359",9.11915021545245
"360",0.69006900690069
"361",6.57460222155509
"362",7.50675608047243
"363",8.02444399919856
"364",9.37875751503006
"365",0.750225067520256
"366",6.935548438751
"367",6.91760937030734
"368",8.04045258836487
"369",9.04628330995792
"370",0.830581406984889
"371",6.83889055772504
"372",6.88032048072108
"373",8.62639014126841
"374",8.89779559118236
"375",1.00030009002701
"376",7.02562049639712
"377",7.52903484181017
"378",8.2431891025641
"379",9.17927648060928
"380",0.970582349409646
"381",6.78746621283412
"382",7.1822097565862
"383",8.04851157662624
"384",8.87395969116615
"385",0.800160032006401
"386",7.01491043730611
"387",8.15059577450686
"388",8.53621881574993
"389",9.10821643286573
"390",0.860430215107554
"391",6.5879054865839
"392",7.1707561342013
"393",8.05449809657383
"394",9.35057125676488
"395",0.880704563650921
"396",7.0063056751076
"397",7.39887865438526
"398",8.13219829744617
"399",9.01713255184851
"400",0.860172034406881
"401",6.58263305322129
"402",7.26508555989192
"403",8.33917309039944
"404",8.68302453680521
"405",0.78031212484994
"406",6.98838606327593
"407",7.62143214822233
"408",7.61294200140238
"409",9.10821643286573
"410",0.810486291775065
"411",7.15500850595417
"412",7.33733733733734
"413",7.96114560384538
"414",9.15464743589744
"415",0.940470235117559
"416",7.39591673338671
"417",7.18862635162195
"418",7.6838308956121
"419",9.4298025854294
"420",1.13056528264132
"421",6.83546837469976
"422",7.74161241862794
"423",8.15549544133854
"424",8.97423042213978
"425",1.01010101010101
"426",7.00420252151291
"427",7.42668401561405
"428",8.5310904175428
"429",8.98707544334235
"430",1.1001100110011
"431",6.46258503401361
"432",7.40666599939946
"433",7.89025733453489
"434",9.33213177130269
"435",0.760456273764259
"436",7.0063056751076
"437",7.35249924872283
"438",8.69913810382842
"439",9.25406055744937
"440",0.870870870870871
"441",6.80816980376452
"442",7.49348827890202
"443",8.44110275689223
"444",8.92320032083417
"445",0.910273081924577
"446",7.08495947163014
"447",7.4904866813539
"448",8.30411699889813
"449",8.53792965226977
